VAR	VALUE	MEAN	SD
NFYA	3008.89811057452	11.5531759134225	0.63116729629088
STPG1	85.3601084029962	6.44887339083604	1.22611050812709
ENPP4	129.592667776	7.04070485989776	2.06028501665423
SEMA3F	250.56748811072	7.98917533978612	2.47499872171627
LAP3	1985.87371866141	10.9484143280788	0.714952204366601
CD99	7447.26209680528	12.8712259411684	1.38782107910046
HS3ST1	23.4808882705092	4.60370728816874	2.23696527700717
HECW1	28.0923171617617	4.84358566079407	3.23296739679155
MAD1L1	1227.30161904961	10.2617431683497	0.648757317483473
LASP1	5114.6325397471	12.3162782939252	0.561054367344397
KLHL13	9.76807109752492	3.39499122183065	2.64386598693225
DBNDD1	38.9517242253629	5.3206513914965	2.12081059226719
ALS2	571.67300526211	9.16531916541911	0.486169955910831
CASP10	1419.27879134432	10.4787734826448	0.845902235428579
TFPI	48.5916314749971	5.60265332871541	3.03838549325251
PLXND1	5034.77300197595	12.3140926808207	1.25902573422996
CD38	3258.03128815417	11.6939924617457	1.4622153395045
FKBP4	665.185659378526	9.38888950653945	1.38265761913758
PDK4	57.9049654832658	5.86591244145402	2.81324624297249
SLC22A16	572.998249245748	9.19664098537686	0.987628716462585
SLC25A13	486.502516869904	8.93346626308006	0.525468328653128
HCCS	344.648575779546	8.42931521394971	0.663546449189857
SKAP2	625.824017878485	9.31177699919411	1.81245600300808
MCUB	859.109904708424	9.75930834121042	0.879739129710001
THSD7A	92.7988668660551	6.55203569946679	3.22803025588266
ACSM3	105.094898339301	6.705610384964	1.36990122903011
PRKAR2B	531.721157656071	9.06773528963481	1.632672978466
TSPOAP1	4661.26511487774	12.1898729948773	1.24076451392641
ABCB4	155.704136314451	7.30846717080035	2.24090536387135
SOX8	13.8119395169815	3.8726498596219	2.02551046445985
ZNF195	1416.88103379185	10.47156179935	0.487243345318169
ITGAL	2568.67136732017	11.3362450186081	1.15166783239852
ITGA3	27.4209432776432	4.80023901432255	1.38829147755908
YBX2	5.62977885118375	2.69142696445731	1.92857312738198
TMEM132A	19.8541236392648	4.35553166856454	1.9892834431587
AP2B1	5086.39257009071	12.3129057103946	0.497687813233684
SPATA20	649.940309305927	9.36967692836044	1.06129263524907
MAP3K9	97.9936582870582	6.62199860373942	1.81290225665884
RALA	810.732024549652	9.65916311820793	0.634519767919194
KDM7A	1722.97406619364	10.7553434609394	0.874446988047554
ALDH3B1	507.495197760578	8.99624565041577	1.65824918354173
FARP2	966.379600027934	9.91917168314583	0.667833521978938
TBXA2R	144.414017006506	7.20866703079696	1.81060039035913
ARHGAP44	53.7972994762005	5.79112009815136	1.57629158828909
SCIN	1.56408794072823	1.31606171192276	1.56592704163937
ARSD	1291.65904923527	10.3561379172949	1.11700642913204
PNPLA4	62.7622155205245	6.02183753667443	1.53287370556355
PROM1	267.172391363631	8.05778430106378	3.12453883592633
CEACAM21	623.549403810617	9.29426912283648	0.833276059884135
PAFAH1B1	4409.38731721709	12.1040215456379	0.564405115924744
NOS2	96.9500496346684	6.61359097977413	3.2234659529886
GAS7	4684.62412683059	12.2262024840567	1.2077755796272
MATK	318.963060777757	8.33835915831366	1.84819333742701
SCN4A	163.834911325281	7.33323014819822	2.21816570843608
RHBDF1	50.733491147069	5.68108059969886	1.58079707858885
CACNA2D2	143.847669765601	7.17688653510222	1.59407567060817
TEAD3	13.4445281408621	3.82667732052743	1.77105551007347
E2F2	4016.85309924123	11.9881230448145	1.1799623128576
ADAM22	91.4385079434712	6.53360514126398	1.34557452318943
SYPL1	1543.76417033148	10.5995970653505	0.791292202807973
CYB561	361.137079456376	8.52127171224079	1.34608645705554
CELSR3	121.714386087862	6.9356331236366	1.12622972715878
AASS	371.592286553281	8.59110266994901	2.24833920593529
NFIX	830.781838165575	9.70466062692063	1.30792424304367
ST3GAL1	4818.83797632097	12.2344896469129	0.756145921464548
MAPK8IP2	22.8013919062899	4.57743343395127	1.29183595088322
RHOBTB2	341.632412600645	8.42255863234088	1.1919743273353
SEC62	3252.15587581077	11.657253818548	0.550642678722848
UBE3C	2301.90054085246	11.1700780811916	0.393850964757259
FAM76A	564.018023948461	9.13856635713611	0.49052506082837
BAZ1B	4287.23467404256	12.0658005418189	0.494587759534421
ETV7	55.1572801520928	5.82611046902365	1.60230450089617
DYRK4	184.891194276597	7.54215080980109	0.935590818701862
STARD3NL	942.649803517788	9.88460988770569	0.522936017352675
CD9	3094.71481794437	11.6257323129228	1.99645857421598
PHF7	426.88740685729	8.74260834317324	0.4947713228955
SEMA3G	25.8976826879759	4.73173736865175	1.83671652713836
STAB1	650.553404267917	9.36245632271974	2.78800810987115
FUZ	315.730348280534	8.31081263693591	0.571393260099144
PRSS3	4.34834089959256	2.37344994190615	1.47284433456213
LRRC23	161.860059740645	7.34485854819589	0.728163659377863
HFE	44.2136243191455	5.49745311802334	1.15508134297242
SCMH1	2928.84070908798	11.5250256510195	0.65751458185507
FYN	2526.73878329337	11.3044732974712	0.956575982612616
HIVEP2	3033.08239240489	11.5746260777113	1.02959409503632
MRC2	169.542652572452	7.41302323143141	2.01994479765274
TSPAN9	112.108660580147	6.83352573049283	2.24048237731046
TTC19	1462.6268363159	10.5164605601671	0.419749850241278
QPCTL	276.027882025902	8.10790500493262	0.849392321818469
CEP68	2630.17422861352	11.3657338998208	0.770074674590581
ERCC1	1586.00529018451	10.6396686690301	0.535047479476484
CD22	6636.55847071656	12.7126574594277	1.16123692300418
ELOVL5	3321.10682823129	11.696003769496	0.847348147825477
ALOX5	3560.21193392289	11.8259421723016	2.11463796728249
EHD3	633.970754567192	9.31890578241707	1.19034982415721
MVP	1806.35336380384	10.8199929749213	0.792628029231469
NUB1	2726.53833080342	11.4125316914726	0.505296968751369
PGM3	484.177959914228	8.93284496288215	0.622960906258519
RWDD2A	60.9922523455099	5.97052905634043	0.975851856466384
MAMLD1	104.071702638751	6.72932288330315	2.08669554949865
UFL1	1416.38097040102	10.4755931754116	0.596313230195289
ZMYND11	2194.84247242692	11.1128954131488	0.684121955964915
DPEP1	976.382993859997	9.97555923490838	3.26261371675111
BID	790.567176692841	9.63260740769287	0.706935838807851
ATP2C1	1989.85582870166	10.95691461456	0.486619723660124
RUFY3	1486.8863345832	10.5569727928201	1.03095717013144
WWTR1	11.9290892276419	3.66440615355365	1.59377305711763
AGPS	1861.82336321457	10.8810921510278	1.33408320142936
ZNF582	71.9633582729218	6.21382401051295	0.9697388372615
VSIG2	7.87416343476888	3.12881449583872	2.2168619699469
PHLDB1	128.031424570763	7.01576118350182	1.43530319364421
PRDM11	121.16321503659	6.94414685772614	1.08170543107119
CD74	89371.5089507412	16.454866652354	0.917327893987215
HGF	205.571498796839	7.69550051065726	1.86865126879857
ADGRA2	28.9284088987596	4.89189354021131	1.84277644601986
SAMD4A	312.635971994956	8.30187596417311	1.72032774189763
PLEKHB1	69.1321238318472	6.12128887646057	1.22272777139379
SERPINB1	3041.72160593801	11.5729790564259	0.941042570841075
NRXN3	177.649853706484	7.49741634493716	3.18325864653829
OSBPL5	703.931534592582	9.47825471391552	1.02944533691069
CPS1	9.15608856474173	3.31960862096166	1.74117225201753
FHL1	3083.72934834467	11.6045436288495	1.27061069063848
NLRP2	88.8544642472831	6.48256961580921	2.42534337875024
SLC45A4	236.402619572106	7.88449108320325	1.49211063708318
GRAMD1B	1021.24908015554	10.017909383027	1.24022170767688
ALAS1	697.309121804112	9.43752946264672	0.645505806029551
ABCC2	125.45668523333	6.98757956054553	0.814169114846347
PLEKHO1	3362.82231152559	11.7160244468055	0.656170879967066
GCLM	325.661578177622	8.35372979822498	1.2647646260249
EHD2	42.3054296815253	5.40573734954272	3.07585292453823
CCDC28A	607.985818387886	9.24730879292516	0.598437674537176
