CATEG	MODEL	B0	B1	MALE	AGE
BCL2_MYC	prox	3.06466473084297	-3.5957713021585	0.773794004109976	0.0161757355896663
CDX2.high	prox	3.48522075715991	-3.26969626802245	-0.226475355367495	0.010483364289877
CRLF2	prox	5.26085761792467	-5.80621780767722	0.0552581114867655	-0.00231585623323161
DUX4	prox	9.80133535222693	-10.0596342289221	0.559721671954834	0.0143708142526585
ETV6.RUNX1	prox	9.60854155498186	-10.2141128265209	0.00285043967073313	0.00106068153572286
HLF	prox	3.40920818795757	-3.15299156526883	0.0505907839415311	0.00178226889449516
Hyperdiploid	prox	6.00365393510763	-6.62161779419102	-0.0297428392007796	-0.00850626787931846
Hypodiploid	prox	7.60452456892005	-8.49565998098961	0.132400274336362	0.0133248298110588
iAMP21	prox	4.01962363306899	-4.68293202866175	0.183558141368108	-0.00470808761245852
IKZF1.n159y	prox	3.94082526649392	-3.53559336328518	0.0679597249190639	0.00466884481288315
KMT2A	prox	8.37489752061477	-7.7166301161519	-0.386485564819422	-0.00514663269096859
MEF2D	prox	3.95599321335919	-3.90683266110504	0.227398607966266	-0.00247677021212987
NUTM1	prox	4.17136615237824	-4.02031567797742	0.389555670446018	-0.0110316031274395
PAX5.alt	prox	5.43002778465482	-5.90874149384745	0.512787723075456	-0.000731564346071933
PAX5.p80r	prox	6.06328138670532	-6.62533899725856	-0.142252336440009	0.00744430765989362
Ph	prox	4.90237620542471	-6.28933879287049	0.0606879828314241	0.0244750031958274
TCF3.PBX1	prox	4.7193031161698	-4.710378080312	-0.0392959044289341	-0.00486197920062071
ZNF384	prox	7.35926074710887	-7.59814304603162	-0.261386868788741	0.0213077493123449
BCL2_MYC	freq	1.64336106203049	-4.20969184706799	0.557513368258803	0.0201060849879971
CDX2.high	freq	2.77486363209995	-4.71760702529874	-0.303425375771731	0.0182350656286955
CRLF2	freq	4.15494753296083	-5.84987326750104	0.071477348717455	-0.00206504900955135
DUX4	freq	9.87360594360325	-11.2458749790284	0.446067470005913	0.0145852410356177
ETV6.RUNX1	freq	9.24877622574408	-10.7028729789866	-0.0983806535159498	-0.000764865539766302
HLF	freq	2.3574535996715	-4.40590248453449	0.00501796540158498	0.00442387052731765
Hyperdiploid	freq	5.39205902022461	-6.85824436572621	-0.0450238384946302	-0.0124405989012097
Hypodiploid	freq	5.73421105137915	-8.03834285660544	0.123280163118649	0.012704156566945
iAMP21	freq	1.1094579611004	-3.80631761363565	0.254995068208942	-0.00247073470253075
IKZF1.n159y	freq	3.57153694402972	-4.91287883835216	0.0651637917650069	0.00334245185356612
KMT2A	freq	8.14557104889826	-8.70574511288259	-0.283599125946842	-0.00412761904763348
MEF2D	freq	2.34172398775146	-4.55768231647964	0.0775179936317047	0.00742716961493877
NUTM1	freq	2.91657074411675	-5.25509895690106	0.417575199217128	-0.01034000621446
PAX5.alt	freq	4.84318300631344	-6.61754525529557	0.472544417762679	-0.00488674413718548
PAX5.p80r	freq	5.98688558729739	-8.34559986960841	-0.0175801009265145	0.0034812512120874
Ph	freq	4.36049725624008	-6.64528759890163	-0.0377592450655774	0.0209900732995895
TCF3.PBX1	freq	4.26884563141607	-6.08238500932314	-0.035055238850002	-0.000505493847453404
ZNF384	freq	6.79193568626564	-8.52308693464612	-0.0483434443347571	0.0163893496429808
