VAR	VALUE	MEAN	SD
NFYA	3022.93480535116	11.5604433441185	0.603887568008788
STPG1	77.6099968001506	6.31119434090984	1.25646475989282
ENPP4	153.042682573066	7.28101634299308	2.10742457990838
SEMA3F	215.060551157465	7.76932757922734	2.53433070429697
LAP3	1825.52358280005	10.8242283008924	0.659863179481071
CD99	8172.94830000769	13.0079903119216	1.47217959813633
HS3ST1	27.2139583478178	4.81099632454198	2.27989777722577
HECW1	27.8987474070585	4.83291424604889	3.20275679049983
MAD1L1	1248.24147351109	10.2865988955313	0.659418115682576
LASP1	5122.81929944929	12.3193453371002	0.553400154508427
KLHL13	10.5524415452033	3.49610617570907	2.73687183810097
DBNDD1	31.2606755528905	5.00885990047509	2.1481655338575
ALS2	573.110077738218	9.16900502918899	0.506334996833387
CASP10	1599.34844892282	10.64762464639	0.926735482932119
TFPI	60.3265756457706	5.91384847528987	3.13908451456494
PLXND1	4797.0915573725	12.2437034537293	1.3030772869628
CD38	3328.58924982169	11.7274622497215	1.53879704113331
FKBP4	604.716706946296	9.25023973529394	1.39041475434096
PDK4	49.873674126657	5.64584312462091	2.81738952827349
SLC22A16	565.603984219404	9.17586702278954	0.947366905350412
SLC25A13	507.152873803785	8.99612651751376	0.504755750552512
HCCS	304.390717800066	8.24916021958344	0.584353144591207
SKAP2	604.386738441451	9.26048197866205	1.81134647712213
MCUB	750.362464597884	9.56303891558177	0.888678622384386
THSD7A	104.842800034576	6.72969180645386	3.30513440897852
ACSM3	117.393096898533	6.86513226290384	1.28322010579838
PRKAR2B	433.935712811274	8.76987321934625	1.54526515642186
TSPOAP1	5188.45462475034	12.3457947800939	1.22283503798378
ABCB4	141.236999416662	7.16507478508808	2.27518299912653
SOX8	14.6885357261431	3.95709335043847	2.0426451022316
ZNF195	1456.79606771273	10.5121316671041	0.456617186448906
ITGAL	2642.48056311171	11.3790575266142	1.1796248289193
ITGA3	28.369807663427	4.85190643281423	1.41317744069995
YBX2	5.87334521961893	2.74320838836716	1.97035276003868
TMEM132A	20.3214119971774	4.38659721330988	2.13164407524425
AP2B1	4976.16827406281	12.2808153701273	0.452491028789968
SPATA20	658.969037940033	9.39101516344085	1.05708349378408
MAP3K9	104.430552922474	6.7142708455144	1.89920805937155
RALA	795.411688476853	9.63064662416418	0.642874823671778
KDM7A	1668.95518994674	10.7095266204756	0.870279837512886
ALDH3B1	391.777318514601	8.62336408121323	1.60418380625515
FARP2	967.579663984505	9.92049096453794	0.689034983249282
TBXA2R	139.225660420897	7.15293476655273	1.8613938966271
ARHGAP44	56.6132743368126	5.86537592598071	1.57945557374262
SCIN	1.58126128086021	1.32331978718191	1.57247862814133
ARSD	1212.10037783191	10.2606712777216	0.974577845469315
PNPLA4	66.8724309468514	6.11321972796947	1.42270364455429
PROM1	214.257195137943	7.73507555476837	3.13039763926578
CEACAM21	698.00165085558	9.45948079556796	0.860525936056235
PAFAH1B1	4415.05511446009	12.1055478119218	0.519631438883573
NOS2	81.4479312842954	6.35969586449113	3.04843457019409
GAS7	4406.60590392651	12.138369980033	1.20351416416284
MATK	283.239709167033	8.16341918301621	1.90016414396624
SCN4A	209.548565769197	7.69180532442932	2.33954040193313
RHBDF1	50.6954058025083	5.68135209307799	1.51392933529562
CACNA2D2	153.474148435567	7.27166501648604	1.65841130541623
TEAD3	12.1798407224155	3.69715331700649	1.75750713381907
E2F2	3446.72410248939	11.7665200765084	1.19003138557211
ADAM22	95.7482102170749	6.60238145661447	1.37498153168407
SYPL1	1610.37655620507	10.6620044091658	0.794622627814237
CYB561	352.509950995617	8.48641556739521	1.30956406652463
CELSR3	110.740989037822	6.79837943992191	1.13559690244055
AASS	409.924776305817	8.73561041604275	2.14598903920367
NFIX	821.278018385331	9.68790165696466	1.3383640253553
ST3GAL1	4602.81943043131	12.1677174774722	0.731187686255987
MAPK8IP2	19.3232982782586	4.34559158137318	1.26190484953167
RHOBTB2	284.864151136007	8.15855692077252	1.04376506073698
SEC62	3247.70934328322	11.6551759258567	0.543693866527804
UBE3C	2301.10178796212	11.169731551922	0.399140613241628
FAM76A	581.116404736656	9.18037838702997	0.465975913569751
BAZ1B	4365.3169952608	12.0925235555138	0.492173883523388
ETV7	59.4515518035244	5.93438660523671	1.58001847687703
DYRK4	161.713551042297	7.34700976217138	0.896602829777086
STARD3NL	967.855009684726	9.92506270552455	0.536718769228436
CD9	2704.30794076145	11.4277384038532	2.00700256077444
PHF7	444.825774057251	8.8022410506935	0.484371289257525
SEMA3G	22.2257798058381	4.51388780803133	1.8427927065724
STAB1	562.792340079811	9.15194980618207	2.85383942903088
FUZ	325.732572588217	8.35718014051803	0.564870928008707
PRSS3	4.91262681150029	2.51816814545005	1.61593032717376
LRRC23	182.815572265933	7.52241462028277	0.668623118458478
HFE	42.2588782536846	5.43617012202597	1.13862457812396
SCMH1	3103.77549436852	11.6112376051078	0.650488538791175
FYN	2362.9890010374	11.2060230002523	0.95663053438236
HIVEP2	3032.02763564263	11.5758834078712	1.02257310885414
MRC2	137.262882451395	7.10829454969527	2.03698514052383
TSPAN9	120.625287063202	6.94007194662268	2.40892279865128
TTC19	1399.80472661024	10.4524208134943	0.404095510982151
QPCTL	253.239936310988	7.9822132100127	0.867611657988744
CEP68	2660.60810532689	11.3829202477548	0.80097133861452
ERCC1	1641.67399202496	10.689539755398	0.475103110491239
CD22	6559.22090826734	12.6966890995898	1.17880353980953
ELOVL5	3394.59089658545	11.7287218082802	0.799326245772217
ALOX5	3136.39873852917	11.6411756903379	2.13365330569528
EHD3	696.5083863739	9.45684233860618	1.1793789050379
MVP	1890.27221185167	10.8862511324582	0.772610461111014
NUB1	2917.58231516862	11.5117830062995	0.4837880700457
PGM3	447.773041083057	8.81921799397003	0.612050818156211
RWDD2A	54.8471680464076	5.81801824030196	0.996101638586508
MAMLD1	93.4799632651171	6.57315826536861	2.14313228749172
UFL1	1353.49236162532	10.4094113686577	0.576905432466057
ZMYND11	2134.81282751739	11.0701177414277	0.672524249184779
DPEP1	1146.36930578948	10.2134324378641	3.38834423429229
BID	844.453200469971	9.72737409298406	0.688610276336053
ATP2C1	2012.31553381645	10.9728451215208	0.495575047092643
RUFY3	1799.51310949722	10.8324966597139	0.978216622447118
WWTR1	11.437097072358	3.60532133553053	1.62709146627099
AGPS	2210.90369370659	11.125464360803	1.31218508794744
ZNF582	69.7326297878316	6.1698459258975	0.996747726335919
VSIG2	7.58233006404697	3.07919050591623	2.25302436744068
PHLDB1	133.424818284571	7.07641878951647	1.40995730140008
PRDM11	118.61150342369	6.91473202131734	1.12282470309673
CD74	95849.3574972105	16.5526938090194	0.888011208197998
HGF	191.973179339335	7.59492922767128	1.92671059823197
ADGRA2	29.9839612855267	4.94128092789485	1.91146854163045
SAMD4A	287.177356845947	8.17852975466933	1.77054448340573
PLEKHB1	74.4741189693146	6.22745275627472	1.17437356822978
SERPINB1	2968.91297869366	11.5368001633145	0.969358432490802
NRXN3	214.037671841138	7.7708520931061	3.42400638823208
OSBPL5	695.220947871943	9.46195013745172	1.08917899275894
CPS1	10.0048676563849	3.43631989980255	1.7599940368338
FHL1	2946.19557100809	11.5363166475732	1.26018870886211
NLRP2	104.858256348819	6.72262793291876	2.48033028795099
SLC45A4	243.20745318729	7.92470879701033	1.51678645352706
GRAMD1B	1055.89424013097	10.0679970248981	1.28822467225986
ALAS1	697.747700668857	9.43802068898657	0.653812799233238
ABCC2	120.084627292271	6.92523457267688	0.799234298160743
PLEKHO1	3248.75685651465	11.6656183919558	0.657503408673289
GCLM	310.971199719144	8.28704199127995	1.3422347740786
EHD2	47.5366152477427	5.57250521720361	3.22556259775651
CCDC28A	587.502351261733	9.19713681900152	0.568673350883487
RRAGD	456.476586964545	8.85007696756291	1.21793509979172
TOMM34	709.356471989042	9.47073640145237	0.531932224014382
RNASET2	3390.23508055343	11.7285560993367	0.953874144604608
CD44	5839.78494257854	12.5227606456315	1.55957916418138
KCNG1	11.8492304791648	3.65402361667448	2.0251333633282
AGPAT4	442.060374390647	8.79158046019154	1.77041892914085
PRKCH	1737.1157759159	10.7798795300746	1.31405690724774
INSRR	3.07305212852688	1.9669205671086	2.07877777298514
IFNGR1	1323.39538181698	10.3669718360009	0.762066420920356
SH2D2A	99.3513140555871	6.64710282933974	1.50947013988202
TNFRSF1B	1656.53471097358	10.7055896879486	1.25683585837875
ARNTL2	84.2585518047964	6.4261293813211	1.69189867278246
HMGB3	824.352382343427	9.71222287206551	1.1840653529488
NUP160	2594.07645320671	11.3453338489035	0.411584293777154
IKZF2	720.076078891482	9.50271110543219	1.96786202450945
ARHGAP31	90.0697623436953	6.49250382511225	1.52155283615866
SARS1	2435.63471221929	11.2389117192185	0.415769251579921
EIPR1	1009.41394989131	9.97204812859919	0.8050602968376
CHPF2	1625.24262594991	10.6711857201079	0.518749227909962
FUT8	743.737817364247	9.5413226726357	0.897988083599445
SLC4A7	1805.60578739707	10.8186569535356	0.895151870492977
VCL	2911.15937533805	11.5095933681946	0.813064992211305
DAPK2	92.1383258385402	6.52046097950641	1.93937860407956
STAP1	583.157846102573	9.1991769767803	1.55255358163053
TIMP2	1121.86253482197	10.1463254968075	1.41442777511149
MYOM2	109.478447294941	6.76418412627608	1.27209584508206
CYP46A1	53.4123633576027	5.75933777587852	2.67966088958975
USP2	11.1248355909343	3.55303237238056	1.78891251822726
TUBG2	95.3207055341468	6.59838792240146	1.79080733156652
FLT4	956.536459900245	9.9309302959499	2.9608595169615
NSUN2	2864.47701296867	11.4830558049562	0.405509116477852
METTL1	151.505456012184	7.26317198412362	0.895401103460035
PI4K2B	1367.44585565366	10.4173014448801	0.711016523622605
CLEC16A	2154.42915207494	11.0704161591475	0.465954618642365
MSR1	141.363601045697	7.16359309936063	3.20279565101003
RAI14	243.960627052576	7.97731047967894	2.52016872800786
PHLPP2	803.533292299576	9.65017323342443	0.659839071180842
RTN4R	153.229146455622	7.281625797215	1.75051858504493
PARP3	288.165858416871	8.18228863646297	0.84861075232142
THAP3	334.23610708082	8.38789947411533	0.58831793439792
AIFM2	166.258991118282	7.39202849894491	0.856580285259141
SPATA7	149.408909567517	7.2411539447996	0.841505713228254
CAPG	1542.69184358514	10.6018455769459	1.15104114402501
TG	49.5750032865284	5.6432772018445	1.3186502487732
JADE2	2955.86221092019	11.5282796832699	0.796130508884153
LCP2	2186.52770385176	11.0955250613205	0.934127743539426
TRIT1	544.661416005186	9.09516908933739	0.437681134977651
ADRB1	23.4498705608008	4.6144637177781	1.60722945655271
CTNNA1	3008.96472938606	11.5784366268055	0.820220896130463
CNTLN	506.518856702337	9.02384390057365	1.13108216747718
DSG2	36.081060825412	5.19592484449822	3.31656594550227
OFD1	5138.49095143037	12.3260542060536	0.63428235055739
WDR37	1880.10571325213	10.8726229623037	0.48980062795024
CTPS2	511.965199105922	9.03194951461287	1.04355182187964
POLR2B	4028.82763364566	11.9763638814278	0.470031330208167
DTNBP1	991.303529669506	9.95088954293389	0.518734190850861
ANO2	8.02866010076313	3.14158436272449	2.33888526883952
SCML1	241.918309051082	7.93624086676482	2.08837323327163
WWC3	1339.54388853992	10.3873064966907	1.34141852156841
ARHGAP6	11.5045409990473	3.61858897528621	1.95877820896178
USP28	1264.92250665907	10.3095316815393	1.0548817447235
HDAC9	873.841644738574	9.77398697348945	1.21730937567082
NOP16	492.117786549649	8.94613688036836	0.62071836129873
RRM2B	1023.34687348844	9.99979336175193	0.67163872588825
SNX29	2582.41213149341	11.3399767909994	0.650854283279625
FAM120A	4800.61395817901	12.2334472068556	0.458490745288262
COL9A2	182.581253361729	7.51562265324395	1.28692297646799
ADAMTS6	158.769282095402	7.32460543556161	1.77556872209643
H6PD	1894.8647785958	10.8941629620373	0.853299482011465
PER3	92.9710446885135	6.55169067858579	1.24555948267688
UTS2	3.28543938922482	2.05474566903433	2.08955819356064
RCN1	1089.67416620231	10.0890786565554	0.633425428539273
ELN	8.43016263681252	3.19400771380797	2.44052501847936
NEDD4L	213.684559992041	7.7511479026286	1.58524490835459
PPP1R3F	218.27354371664	7.77265062471781	0.676739334552269
HEXB	1697.08275026063	10.7275220659285	0.606412521072584
NEXMIF	2.77341460181145	1.86098148106396	1.90434291683922
ARHGEF5	27.6190214761619	4.850067346633	1.85991247550945
LIMA1	98.045377249654	6.63336223203739	1.30372180574887
SLC4A8	117.973744355219	6.91579113475256	1.49213061734907
COL23A1	70.1727223364344	6.15140460802076	2.34241594826394
HOMER3	58.1473909508558	5.88392115540113	1.60973597785922
PIK3CB	455.305295330574	8.84119409362182	0.680136876421495
HEBP2	1196.76405423943	10.2253349281657	0.616760766145008
PLEKHA5	500.038899722683	8.99783172993614	1.99121757444834
FNIP2	691.342393242028	9.45632237403159	0.890339453277469
FSTL4	30.559892459832	4.96428253068112	2.29585981443416
FOXN3	5170.60595013074	12.3376302834474	0.477084035443777
USE1	587.376057194985	9.19636357732389	0.49900627892247
MCF2L2	75.8346541434033	6.26112271680022	2.11784640507732
LAMA3	208.199857966979	7.71195707015705	2.25660471713494
KCNQ1	78.358087039276	6.30901873489874	2.16824777084555
KIF1B	1020.19862910117	10.003319194915	1.0968556311432
TBC1D22A	1171.64519365215	10.2009997723666	0.437717427629447
ATP9A	268.85503486269	8.07395988783734	2.22039123215536
RELT	2510.99558255914	11.2873199283912	0.819934694549179
GALC	730.232094196892	9.51799032508801	0.79838544804989
CUL1	2687.91247573207	11.3922588809698	0.378812151875723
CYFIP2	8883.58337866129	13.1265640039643	0.759767953078493
EIF2AK2	4224.38638662281	12.0358388907922	0.719400766204991
ITIH1	9.37069449221605	3.36141625229409	1.77768524344902
ZNF280C	402.811430597354	8.66202226999779	0.635677054418248
DCBLD2	176.735380434976	7.49721788781394	1.63415915230095
MTA3	726.500040302414	9.50848824826104	0.532206190841422
CDK14	1345.93995986414	10.4419458049201	1.59266637926579
SEC61A1	4666.62906985078	12.1835885554297	0.41223410349826
CAMK2B	6.11517726316078	2.80156868072251	2.0592339395295
ATP2B4	6302.32572040785	12.6430813217534	0.82589436820936
YIPF1	497.068881182239	8.95610154627655	0.49770403854827
DGKG	111.297405199488	6.82216052999309	1.65848316775555
TBXAS1	311.555683772058	8.29322214908012	1.53509848638581
